player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Jack Simpson,eng ENG,DF,Bournemouth,22,1997,4.0,1.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2.7,1.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.01,0.0,0.0,70.0,100.0,70.0,1208.0,446.0,1.0,6.0,16.7,56.0,69.0,81.2,13.0,25.0,52.0,0.0,0.0,5.0,0.0,0.0,5.0,86.0,14.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,53.0,27.0,20.0,68.0,15.0,1.0,14.0,0.0,1.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,2.0,6.0,33.3,4.0,32.0,4.0,12.5,17.0,13.0,2.0,2.0,0.0,0.0,2.0,2.0,13.0,1.0,129.0,19.0,65.0,61.0,5.0,1.0,115.0,2.0,3.0,66.7,2.0,0.0,76.0,342.0,98.0,69.0,64.0,92.8,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,4.0,2.0,66.7
Moussa Sissoko,fr FRA,MF,Tottenham,29,1989,29.0,28.0,2452.0,2.0,1.0,0.0,0.0,8.0,0.0,0.07,0.04,0.11,0.07,0.11,2.4,2.4,1.0,0.09,0.04,0.12,0.09,0.12,27.2,14.0,4.0,0.0,28.6,0.51,0.15,0.14,0.5,0.17,-0.4,-0.4,1106.0,1279.0,86.5,19228.0,3955.0,31.0,52.0,59.6,881.0,987.0,89.3,194.0,240.0,80.8,0.0,16.0,73.0,13.0,3.0,95.0,1212.0,67.0,21.0,2.0,196.0,23.0,23.0,0.0,0.0,0.0,0.0,960.0,186.0,133.0,125.0,1025.0,47.0,46.0,12.0,3.0,14.0,24.0,23.0,27.0,0.99,26.0,0.0,1.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,56.0,35.0,36.0,19.0,1.0,20.0,50.0,40.0,30.0,437.0,126.0,28.8,219.0,167.0,51.0,38.0,5.0,0.0,33.0,31.0,48.0,0.0,1537.0,77.0,388.0,864.0,394.0,32.0,1476.0,41.0,67.0,61.2,46.0,4.0,1035.0,6809.0,3739.0,1123.0,997.0,88.8,21.0,31.0,0.0,44.0,16.0,2.0,0.0,1.0,0.0,285.0,31.0,27.0,53.4
Oliver Skipp,eng ENG,"MF,DF",Tottenham,18,2000,7.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,38.0,86.8,626.0,152.0,0.0,0.0,0.0,25.0,29.0,86.2,8.0,9.0,88.9,0.0,0.0,4.0,0.0,0.0,3.0,38.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,5.0,2.0,32.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,50.0,1.0,31.0,6.0,19.4,14.0,14.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,46.0,1.0,16.0,30.0,2.0,0.0,46.0,2.0,2.0,100.0,2.0,0.0,30.0,132.0,68.0,27.0,26.0,96.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0
William Smallbone,ie IRL,MF,Southampton,19,2000,9.0,4.0,393.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,0.3,0.3,0.3,0.07,0.08,0.15,0.07,0.15,4.4,5.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.06,-0.3,-0.3,175.0,210.0,83.3,3121.0,666.0,3.0,7.0,42.9,138.0,161.0,85.7,34.0,42.0,81.0,1.7,3.0,12.0,3.0,1.0,15.0,203.0,7.0,1.0,1.0,38.0,6.0,5.0,0.0,0.0,0.0,0.0,142.0,34.0,34.0,31.0,170.0,4.0,1.0,1.0,0.0,3.0,3.0,5.0,4.0,0.92,4.0,0.0,0.0,0.0,0.0,2.0,0.46,2.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,3.0,8.0,1.0,4.0,12.0,33.3,8.0,72.0,27.0,37.5,13.0,30.0,29.0,10.0,1.0,0.0,9.0,2.0,3.0,0.0,251.0,4.0,45.0,135.0,81.0,6.0,244.0,2.0,4.0,50.0,2.0,0.0,159.0,648.0,283.0,193.0,175.0,90.7,2.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,42.0,3.0,21.0,12.5
Adam Smith,eng ENG,DF,Bournemouth,28,1991,24.0,24.0,2055.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.04,0.04,0.0,0.04,0.6,0.6,0.9,0.03,0.04,0.06,0.03,0.06,22.8,4.0,1.0,0.0,25.0,0.18,0.04,0.0,0.0,0.14,-0.6,-0.6,845.0,1061.0,79.6,13706.0,5077.0,14.0,49.0,28.6,722.0,808.0,89.4,109.0,204.0,53.4,0.1,10.0,61.0,11.0,2.0,104.0,856.0,205.0,21.0,1.0,178.0,13.0,28.0,1.0,1.0,0.0,0.0,597.0,201.0,263.0,67.0,734.0,50.0,183.0,2.0,3.0,22.0,13.0,38.0,19.0,0.83,16.0,0.0,1.0,0.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,32.0,15.0,5.0,24.0,54.0,44.4,30.0,406.0,111.0,27.3,182.0,155.0,69.0,56.0,6.0,1.0,50.0,25.0,53.0,0.0,1326.0,70.0,414.0,657.0,368.0,25.0,1128.0,26.0,52.0,50.0,30.0,4.0,786.0,5939.0,3478.0,798.0,738.0,92.5,23.0,21.0,0.0,25.0,40.0,2.0,0.0,2.0,0.0,194.0,36.0,30.0,54.5
Emile Smith-Rowe,eng ENG,MF,Arsenal,19,2000,2.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,36.0,83.3,391.0,65.0,1.0,3.0,33.3,26.0,28.0,92.9,3.0,5.0,60.0,0.0,0.0,3.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0,6.0,3.0,3.0,32.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,22.0,7.0,31.8,6.0,10.0,6.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,50.0,3.0,12.0,30.0,16.0,0.0,50.0,1.0,1.0,100.0,1.0,0.0,36.0,281.0,180.0,47.0,39.0,83.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Robert Snodgrass,sco SCO,"MF,FW",West Ham,31,1987,24.0,17.0,1509.0,5.0,5.0,0.0,0.0,4.0,0.0,0.3,0.3,0.6,0.3,0.6,2.7,2.7,2.7,0.16,0.16,0.32,0.16,0.32,16.8,21.0,10.0,0.0,47.6,1.25,0.6,0.24,0.5,0.13,2.3,2.3,435.0,635.0,68.5,7990.0,2676.0,11.0,35.0,31.4,331.0,403.0,82.1,93.0,197.0,47.2,2.3,33.0,31.0,14.0,2.0,82.0,529.0,106.0,32.0,2.0,113.0,37.0,135.0,72.0,27.0,24.0,19.0,326.0,103.0,206.0,541.0,53.0,29.0,1.0,2.0,3.0,6.0,15.0,24.0,51.0,3.04,19.0,24.0,3.0,1.0,4.0,7.0,0.42,3.0,4.0,0.0,0.0,0.0,0.0,27.0,10.0,17.0,9.0,1.0,10.0,40.0,25.0,30.0,367.0,90.0,24.5,118.0,185.0,64.0,21.0,2.0,0.0,19.0,5.0,16.0,0.0,805.0,16.0,140.0,310.0,397.0,60.0,707.0,15.0,27.0,55.6,16.0,1.0,511.0,3373.0,1687.0,664.0,501.0,75.5,12.0,35.0,0.0,20.0,32.0,4.0,0.0,0.0,0.0,129.0,16.0,24.0,40.0
Cédric Soares,pt POR,DF,Southampton,27,1991,16.0,16.0,1306.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,0.6,0.6,1.2,0.04,0.09,0.13,0.04,0.13,14.5,10.0,4.0,0.0,40.0,0.69,0.28,0.0,0.0,0.06,-0.6,-0.6,522.0,724.0,72.1,9101.0,4205.0,9.0,22.0,40.9,425.0,506.0,84.0,88.0,196.0,44.9,-0.2,14.0,35.0,19.0,12.0,94.0,527.0,197.0,11.0,0.0,117.0,19.0,52.0,0.0,0.0,0.0,0.0,271.0,208.0,245.0,64.0,414.0,44.0,186.0,3.0,3.0,12.0,11.0,14.0,23.0,1.58,21.0,2.0,0.0,0.0,0.0,2.0,0.14,1.0,1.0,0.0,0.0,0.0,0.0,46.0,24.0,22.0,21.0,3.0,18.0,38.0,47.4,20.0,298.0,92.0,30.9,144.0,114.0,40.0,37.0,4.0,0.0,33.0,18.0,59.0,0.0,910.0,55.0,268.0,426.0,260.0,17.0,715.0,3.0,7.0,42.9,3.0,0.0,397.0,2317.0,1148.0,463.0,416.0,89.8,13.0,9.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,124.0,20.0,22.0,47.6
Cédric Soares,pt POR,DF,Arsenal,27,1991,5.0,3.0,249.0,1.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,2.8,1.0,1.0,0.0,100.0,0.36,0.36,1.0,1.0,0.02,1.0,1.0,94.0,133.0,70.7,1744.0,520.0,3.0,7.0,42.9,77.0,90.0,85.6,14.0,36.0,38.9,0.0,1.0,5.0,2.0,1.0,17.0,112.0,21.0,3.0,0.0,16.0,6.0,18.0,0.0,0.0,0.0,0.0,66.0,29.0,38.0,19.0,83.0,10.0,18.0,1.0,0.0,1.0,1.0,7.0,3.0,1.08,2.0,1.0,0.0,0.0,0.0,1.0,0.36,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,4.0,0.0,2.0,5.0,40.0,3.0,55.0,15.0,27.3,23.0,26.0,6.0,10.0,0.0,0.0,10.0,3.0,2.0,0.0,161.0,5.0,40.0,68.0,59.0,2.0,141.0,2.0,2.0,100.0,2.0,0.0,90.0,484.0,254.0,102.0,94.0,92.2,3.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,40.0
Dominic Solanke,eng ENG,"FW,MF",Bournemouth,21,1997,32.0,17.0,1651.0,3.0,1.0,0.0,0.0,1.0,0.0,0.16,0.05,0.22,0.16,0.22,3.6,3.6,0.9,0.2,0.05,0.25,0.2,0.25,18.3,35.0,8.0,0.0,22.9,1.91,0.44,0.09,0.38,0.1,-0.6,-0.6,317.0,429.0,73.9,4428.0,910.0,24.0,45.0,53.3,267.0,337.0,79.2,26.0,47.0,55.3,0.1,12.0,28.0,10.0,2.0,28.0,404.0,25.0,1.0,0.0,136.0,3.0,6.0,0.0,0.0,0.0,0.0,268.0,94.0,67.0,40.0,307.0,37.0,1.0,9.0,1.0,6.0,9.0,19.0,43.0,2.34,30.0,0.0,3.0,5.0,5.0,5.0,0.27,2.0,0.0,1.0,1.0,1.0,0.0,11.0,10.0,2.0,9.0,0.0,3.0,27.0,11.1,24.0,643.0,151.0,23.5,84.0,319.0,240.0,19.0,5.0,0.0,14.0,8.0,21.0,0.0,695.0,20.0,86.0,323.0,334.0,83.0,670.0,30.0,57.0,52.6,31.0,0.0,479.0,3383.0,1841.0,818.0,471.0,57.6,58.0,55.0,0.0,15.0,23.0,4.0,0.0,0.0,0.0,120.0,51.0,102.0,33.3
Tomáš Souček,cz CZE,MF,West Ham,24,1995,13.0,12.0,1040.0,3.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,2.2,2.2,0.4,0.19,0.03,0.23,0.19,0.23,11.6,19.0,7.0,0.0,36.8,1.64,0.61,0.16,0.43,0.12,0.8,0.8,274.0,392.0,69.9,4852.0,1163.0,10.0,22.0,45.5,210.0,285.0,73.7,54.0,85.0,63.5,-0.4,2.0,25.0,4.0,0.0,23.0,386.0,6.0,3.0,0.0,95.0,11.0,2.0,1.0,1.0,0.0,0.0,227.0,68.0,97.0,44.0,270.0,34.0,2.0,0.0,1.0,6.0,5.0,12.0,8.0,0.69,7.0,0.0,0.0,0.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,35.0,25.0,15.0,17.0,3.0,5.0,19.0,26.3,14.0,240.0,77.0,32.1,96.0,102.0,42.0,16.0,3.0,0.0,13.0,22.0,38.0,0.0,530.0,50.0,155.0,271.0,118.0,34.0,525.0,1.0,6.0,16.7,2.0,1.0,238.0,838.0,318.0,377.0,291.0,77.2,8.0,2.0,0.0,11.0,9.0,0.0,0.0,0.0,1.0,117.0,62.0,38.0,62.0
Çağlar Söyüncü,tr TUR,DF,Leicester City,23,1996,34.0,34.0,3036.0,1.0,1.0,0.0,0.0,4.0,1.0,0.03,0.03,0.06,0.03,0.06,2.2,2.2,0.3,0.07,0.01,0.07,0.07,0.07,33.7,20.0,7.0,0.0,35.0,0.59,0.21,0.05,0.14,0.11,-1.2,-1.2,2035.0,2239.0,90.9,41675.0,12071.0,11.0,28.0,39.3,1469.0,1552.0,94.7,555.0,659.0,84.2,0.7,4.0,114.0,3.0,0.0,87.0,2187.0,52.0,44.0,0.0,261.0,53.0,4.0,0.0,0.0,0.0,0.0,1801.0,194.0,244.0,437.0,1653.0,84.0,8.0,9.0,8.0,24.0,11.0,19.0,13.0,0.39,10.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,47.0,49.0,23.0,1.0,29.0,55.0,52.7,26.0,298.0,119.0,39.9,188.0,102.0,8.0,49.0,19.0,2.0,30.0,43.0,222.0,1.0,2630.0,296.0,1371.0,1330.0,83.0,33.0,2580.0,18.0,22.0,81.8,19.0,0.0,1753.0,10456.0,4677.0,1852.0,1829.0,98.8,8.0,8.0,0.0,29.0,20.0,1.0,0.0,2.0,0.0,363.0,122.0,56.0,68.5
Dennis Srbeny,de GER,"MF,FW",Norwich City,25,1994,8.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.91,1.91,1.91,0.6,0.6,0.0,1.07,0.0,1.07,1.07,1.07,0.5,2.0,1.0,0.0,50.0,3.83,1.91,0.5,1.0,0.28,0.4,0.4,17.0,23.0,73.9,195.0,36.0,1.0,2.0,50.0,16.0,20.0,80.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,1.0,6.0,12.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,2.0,0.0,1.0,3.0,33.3,2.0,20.0,9.0,45.0,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,1.0,5.0,19.0,15.0,3.0,38.0,1.0,4.0,25.0,1.0,1.0,26.0,94.0,44.0,44.0,27.0,61.4,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,16.7
Jack Stacey,eng ENG,DF,Bournemouth,23,1996,19.0,17.0,1549.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,2.2,0.02,0.13,0.14,0.02,0.14,17.2,5.0,2.0,0.0,40.0,0.29,0.12,0.0,0.0,0.05,-0.3,-0.3,560.0,780.0,71.8,9311.0,3999.0,13.0,52.0,25.0,478.0,578.0,82.7,69.0,150.0,46.0,-0.2,10.0,42.0,6.0,2.0,80.0,625.0,155.0,6.0,0.0,156.0,8.0,34.0,1.0,1.0,0.0,0.0,373.0,191.0,216.0,65.0,497.0,54.0,148.0,1.0,3.0,13.0,19.0,37.0,16.0,0.93,14.0,0.0,2.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,13.0,5.0,3.0,5.0,21.0,23.8,16.0,241.0,62.0,25.7,116.0,80.0,45.0,41.0,9.0,0.0,32.0,21.0,53.0,1.0,961.0,89.0,360.0,432.0,236.0,26.0,809.0,16.0,26.0,61.5,19.0,0.0,512.0,3391.0,1934.0,550.0,478.0,86.9,16.0,13.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,185.0,22.0,18.0,55.0
Junior Stanislas,eng ENG,"MF,DF",Bournemouth,29,1989,15.0,7.0,712.0,3.0,0.0,1.0,1.0,1.0,0.0,0.38,0.0,0.38,0.25,0.25,1.6,0.8,0.8,0.2,0.1,0.3,0.1,0.2,7.9,16.0,6.0,3.0,37.5,2.02,0.76,0.13,0.33,0.05,1.4,1.2,222.0,310.0,71.6,3619.0,1365.0,8.0,17.0,47.1,177.0,221.0,80.1,37.0,72.0,51.4,-0.8,11.0,14.0,12.0,1.0,41.0,275.0,35.0,12.0,1.0,62.0,11.0,37.0,16.0,8.0,5.0,1.0,190.0,61.0,59.0,26.0,263.0,4.0,6.0,2.0,1.0,7.0,4.0,15.0,24.0,3.03,13.0,7.0,2.0,2.0,0.0,4.0,0.51,1.0,0.0,1.0,2.0,0.0,0.0,10.0,6.0,2.0,2.0,6.0,4.0,9.0,44.4,5.0,107.0,34.0,31.8,32.0,41.0,34.0,9.0,0.0,0.0,9.0,5.0,2.0,0.0,387.0,10.0,68.0,148.0,196.0,18.0,348.0,13.0,21.0,61.9,14.0,2.0,271.0,1781.0,978.0,309.0,255.0,82.5,10.0,9.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,60.0,9.0,6.0,60.0
Jed Steer,eng ENG,GK,Aston Villa,26,1992,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dale Stephens,eng ENG,MF,Brighton,30,1989,33.0,28.0,2530.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.04,0.04,0.0,0.04,0.5,0.5,1.1,0.02,0.04,0.06,0.02,0.06,28.1,18.0,2.0,0.0,11.1,0.64,0.07,0.0,0.0,0.03,-0.5,-0.5,1421.0,1641.0,86.6,29947.0,7020.0,18.0,36.0,50.0,1006.0,1111.0,90.5,397.0,494.0,80.4,-0.1,18.0,143.0,19.0,2.0,140.0,1624.0,17.0,12.0,4.0,297.0,58.0,4.0,0.0,0.0,0.0,0.0,1100.0,284.0,257.0,175.0,1376.0,63.0,4.0,6.0,4.0,24.0,26.0,25.0,40.0,1.42,38.0,0.0,0.0,2.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,76.0,40.0,32.0,35.0,9.0,21.0,71.0,29.6,50.0,465.0,150.0,32.3,206.0,224.0,35.0,43.0,13.0,1.0,30.0,58.0,46.0,3.0,1901.0,93.0,575.0,1140.0,291.0,9.0,1884.0,10.0,11.0,90.9,10.0,0.0,1281.0,6014.0,2256.0,1388.0,1319.0,95.0,11.0,16.0,0.0,41.0,7.0,0.0,0.0,0.0,0.0,315.0,20.0,23.0,46.5
Jack Stephens,eng ENG,DF,Southampton,25,1994,28.0,27.0,2451.0,1.0,3.0,0.0,0.0,4.0,1.0,0.04,0.11,0.15,0.04,0.15,0.8,0.8,1.2,0.03,0.05,0.07,0.03,0.07,27.2,6.0,1.0,0.0,16.7,0.22,0.04,0.17,1.0,0.13,0.2,0.2,906.0,1199.0,75.6,20756.0,7435.0,10.0,27.0,37.0,577.0,661.0,87.3,319.0,511.0,62.4,1.8,8.0,84.0,10.0,0.0,90.0,1149.0,50.0,37.0,3.0,197.0,35.0,5.0,0.0,0.0,0.0,0.0,718.0,121.0,360.0,62.0,1010.0,92.0,13.0,2.0,6.0,37.0,8.0,23.0,15.0,0.55,13.0,1.0,1.0,0.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,56.0,35.0,41.0,14.0,1.0,21.0,49.0,42.9,28.0,223.0,78.0,35.0,145.0,70.0,8.0,60.0,26.0,0.0,34.0,30.0,183.0,2.0,1545.0,211.0,824.0,785.0,44.0,16.0,1498.0,8.0,12.0,66.7,8.0,1.0,811.0,4999.0,2799.0,862.0,840.0,97.4,8.0,7.0,0.0,13.0,13.0,0.0,0.0,1.0,0.0,322.0,43.0,56.0,43.4
Raheem Sterling,eng ENG,FW,Manchester City,24,1994,33.0,30.0,2651.0,20.0,1.0,0.0,2.0,5.0,0.0,0.68,0.03,0.71,0.68,0.71,17.3,15.3,7.1,0.59,0.24,0.83,0.52,0.76,29.5,96.0,36.0,1.0,37.5,3.26,1.22,0.21,0.56,0.16,2.7,4.7,983.0,1217.0,80.8,13848.0,2795.0,21.0,82.0,25.6,889.0,1025.0,86.7,73.0,110.0,66.4,-6.1,47.0,31.0,55.0,6.0,97.0,1197.0,20.0,1.0,4.0,290.0,4.0,50.0,1.0,0.0,0.0,0.0,965.0,150.0,102.0,133.0,1027.0,19.0,13.0,14.0,1.0,13.0,33.0,55.0,116.0,3.94,82.0,1.0,10.0,12.0,11.0,11.0,0.37,5.0,0.0,0.0,3.0,3.0,0.0,41.0,29.0,8.0,19.0,14.0,10.0,33.0,30.3,23.0,412.0,132.0,32.0,67.0,177.0,168.0,25.0,3.0,0.0,22.0,14.0,8.0,0.0,1635.0,12.0,92.0,572.0,1086.0,297.0,1615.0,59.0,128.0,46.1,67.0,3.0,1328.0,8796.0,5843.0,1688.0,1343.0,79.6,51.0,71.0,0.0,30.0,40.0,12.0,3.0,0.0,0.0,160.0,20.0,35.0,36.4
Enda Stevens,ie IRL,DF,Sheffield Utd,29,1990,38.0,38.0,3345.0,2.0,4.0,0.0,0.0,7.0,0.0,0.05,0.11,0.16,0.05,0.16,1.2,1.2,4.5,0.03,0.12,0.15,0.03,0.15,37.2,22.0,4.0,0.0,18.2,0.59,0.11,0.09,0.5,0.05,0.8,0.8,1406.0,1897.0,74.1,24265.0,9846.0,17.0,99.0,17.2,1148.0,1346.0,85.3,241.0,452.0,53.3,-0.5,33.0,105.0,51.0,10.0,248.0,1574.0,323.0,7.0,1.0,352.0,28.0,121.0,0.0,0.0,0.0,0.0,1023.0,424.0,450.0,1353.0,136.0,70.0,316.0,2.0,6.0,32.0,38.0,89.0,67.0,1.8,54.0,6.0,4.0,3.0,0.0,9.0,0.24,8.0,0.0,1.0,0.0,0.0,0.0,76.0,43.0,43.0,25.0,8.0,24.0,74.0,32.4,50.0,609.0,162.0,26.6,277.0,225.0,107.0,76.0,6.0,0.0,70.0,36.0,89.0,2.0,2300.0,93.0,522.0,983.0,927.0,82.0,1980.0,61.0,86.0,70.9,63.0,6.0,1445.0,8133.0,4616.0,1477.0,1351.0,91.5,39.0,56.0,0.0,39.0,19.0,2.0,0.0,0.0,0.0,341.0,35.0,26.0,57.4
Marco Stiepermann,de GER,MF,Norwich City,28,1991,24.0,14.0,1180.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.5,0.12,0.04,0.16,0.12,0.16,13.1,19.0,5.0,0.0,26.3,1.45,0.38,0.0,0.0,0.08,-1.6,-1.6,291.0,405.0,71.9,4149.0,1193.0,15.0,41.0,36.6,243.0,302.0,80.5,33.0,62.0,53.2,-0.5,11.0,31.0,8.0,1.0,41.0,385.0,20.0,0.0,3.0,120.0,4.0,6.0,0.0,0.0,0.0,0.0,284.0,67.0,54.0,342.0,37.0,15.0,2.0,2.0,1.0,10.0,10.0,26.0,33.0,2.52,27.0,0.0,5.0,1.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,9.0,7.0,2.0,6.0,22.0,27.3,16.0,257.0,53.0,20.6,47.0,132.0,78.0,15.0,4.0,0.0,11.0,5.0,16.0,0.0,554.0,26.0,90.0,292.0,212.0,41.0,534.0,20.0,34.0,58.8,22.0,3.0,392.0,2459.0,1439.0,574.0,404.0,70.4,23.0,21.0,0.0,22.0,15.0,0.0,0.0,0.0,0.0,67.0,14.0,59.0,19.2
